match_title,open_date,sales_amount,sales_share,audience_count,screen_count,kobis_search_year,kobis_rank,kobis_movie_code,kobis_movie_type,tmdb_rank,tmdb_original_title,tmdb_release_date,tmdb_release_year,tmdb_popularity,tmdb_vote_average,tmdb_vote_count,tmdb_genre_ids,tmdb_genres,tmdb_runtime,tmdb_tagline,tmdb_budget,tmdb_revenue,tmdb_production_companies,tmdb_cast,tmdb_directors,tmdb_keywords,tmdb_poster_url
회사원,2012-10-11,8321175000,1.0,1110523,549,2012,30,20113886,전체,505,회사원,2012-10-11,2012,1.6995,6.8,198,18|28|80|53,드라마|액션|범죄|스릴러,96,,3500000,7339398,Showbox,소지섭(Ji Hyung-do)|이미연(Yoo Mi-yeon)|곽도원(Kwon Jong-tae)|김동준(Ra Hoon)|이경영(Ban Ji-hoon)|한보배(Ra Bo-seul)|유하복(Jin Chae-Kook)|전국환(Company President Jeon)|김서원(Choo Min-woo)|허동원(Deputy Goo),임상윤,singer|revenge|organized crime|guilt,https://image.tmdb.org/t/p/original/ggOJ1bKbqt4qOb8L7JvWxmebIx1.jpg
시체가 돌아왔다,2012-03-29,7360631000,0.9,986923,435,2012,33,20124051,전체,665,시체가 돌아왔다,2012-03-29,2012,1.7265,6.5,18,35|80,코미디|범죄,110,,0,0,Cine2000|CJ Entertainment,이범수(Baek Hyeon-cheol)|류승범(Ahn Jin-oh)|김옥빈(Han Dong-hwa)|정만식(Steve Jeong)|유다인(Jang Ha-yeon)|신정근(Team Leader Jo)|고창석(Hwang Seong-goo)|정인기(Han Jin-soo)|오정세(Wise Governor)|배정남(Jong-moo),Wu Seon-ho,dark comedy|fake suicide|hit-and-run|murder|death|lying,https://image.tmdb.org/t/p/original/a7UeHS70jIzTMlKscFxURmSzpKu.jpg
원더풀 라디오,2012-01-05,7193596000,0.9,977470,474,2012,34,20113671,전체,690,원더풀 라디오,2012-01-05,2012,1.3805,6.1,19,10749|35,로맨스|코미디,120,폐지 직전 프로그램과 퇴출 위기 DJ가 만났다!,0,0,Daemyung Culture Factory|iVision Entertainment|Showbox,이민정(Sin Jin-ah)|이정진(Lee Jae-hyeok)|이광수(Dae-geun)|서영(Mi-ra)|정유미(Nan-seol)|안미나(In-young)|정만식(Ji-hyung)|김정태(In-seok)|조우진(Club Owner)|김종국(Self),Kwon Chil-in,,https://image.tmdb.org/t/p/original/5kH0GUs6zqcLILXaEqqVhdAm6dE.jpg
퍼펙트 게임,2011-12-21,5224000500,0.6,695312,413,2012,39,20113260,전체,713,퍼펙트 게임,2011-12-21,2011,1.3071,6.8,15,18,드라마,127,세상은 우리를 라이벌이라 부릅니다,0,0,Lotte Entertainment|Dasepo Club|Dong-a Export,조승우(Choi Dong-woon)|양동근(Seon Dong-yeol)|최정원(Kim Seo-hyung)|마동석(Park Man-soo)|조진웅(Kim Yong-chul)|손병호(Kim Eung-ryong)|현쥬니(Min-kyung)|김영민(Kang Sung-tae)|김민재(Bong-soo)|공정환(Yoo Doo-yeol),박희곤,"baseball|busan, south korea",https://image.tmdb.org/t/p/original/dstMWctWVTU6RWp60PcCdTS9ipM.jpg
피에타,2012-09-06,4355592500,0.5,603283,291,2012,41,20124934,전체,678,피에타,2012-09-06,2012,1.5851,7.049,418,18,드라마,104,결코 용서받을 수 없는 두 남녀,103000,6616296,Next Entertainment World|Kim Ki Duk Film|Finecut,조민수(Mi-sun)|이정진(Gang-do)|우기홍(Hun-cheol)|Kang Eun-jin(Myeong-ja)|허준석(Suicidal Man (uncredited))|권율(Man with Guitar (uncredited))|진용욱(Shop Owner in Wheelchair (uncredited))|유하복(Container Man (uncredited))|김재록(Monk (uncredited)),김기덕,revenge|attempted rape|incest|mature|long lost relative|child abandonment|loan shark,https://image.tmdb.org/t/p/original/lZJMlD4GNvzJL0GxvaL4JFYvDKU.jpg
무서운 이야기,2012-07-25,2452368566,0.3,331760,274,2012,50,20124349,전체,813,무서운 이야기,2012-07-25,2012,1.3138,5.8,38,27|53,공포|스릴러,108,,0,0,Soo Film|Lotte Entertainment|Daisy Entertainment|Cinergy House,김지원(Kidnapped Student)|유연석(Kidnapper)|김현수(Sun-yi)|No Kang-min(Moon-yi)|엄태구(Deliveryman)|라미란(Mother)|노현희(English Teacher)|진태현(Park Doo-ho)|최윤영(So-jung)|차정원(Min-joo),Kim Sun|Lim Dae-Woong|민규동|Kim Gok|정범식|홍지영,anthology|horror anthology,https://image.tmdb.org/t/p/original/4LCuySKeXvUzG3wtcYRoMgVlNF.jpg
7번방의 선물,2013-01-23,91431914670,10.1,12811206,787,2013,1,20127593,전체,173,7번방의 선물,2013-01-23,2013,3.109,7.9,493,18|35,드라마|코미디,127,교도소 7번방에 이상한놈이 들어왔다!,0,80300000,Next Entertainment World|Fineworks,류승룡(Lee Yong-gu)|박신혜(Ye-seung)|갈소원(Young Ye-seung)|정진영(Jang Min-hwan)|오달수(So Yang-ho)|박원상(Choi Chun-ho)|김정태(Kang Man-beom)|정만식(Shin Bong-shik)|김기천(Old Man Seo)|박길수(Prison Guard Jeong),이환경,parent child relationship|prison cell|wrongful imprisonment|mentally challenged,https://image.tmdb.org/t/p/original/c9TqJPm4pZCuiEXumTayoNIrBSK.jpg
설국열차,2013-08-01,67010077500,7.4,9349991,1128,2013,2,20126674,전체,31,설국열차,2013-08-01,2013,9.0977,6.908,10408,28|878|18,액션|SF|드라마,127,"새로운 빙하기. 그리고 설국 17년, 인류 마지막 생존지역",39200000,86758912,Opus Pictures|Moho Film|CJ Entertainment|Union Investment Partners,크리스 에반스(Curtis)|송강호(Namgoong Minsu)|에드 해리스(Wilford)|존 허트(Gilliam)|틸다 스윈튼(Mason)|제이미 벨(Edgar)|옥타비아 스펜서(Tanya)|이완 브렘너(Andrew)|고아성(Yona)|앨리슨 필(Teacher),봉준호,new year's eve|rebellion|cold|parent child relationship|winter|brothel|child labour|pregnancy|dystopia|allegory|post-apocalyptic future|bridge|train hijacking|rifle|based on comic|dam|train|based on graphic novel|guilt|revolt|duplicity|tunnel|social class|cold weather|population control|perpetual winter|2030s|conspiracy thriller|dramatic|suspenseful|appreciative|dystopian,https://image.tmdb.org/t/p/original/jw66dQvYyXkZNA0bJ7nKvua9jDr.jpg
관상,2013-09-11,66005451500,7.3,9134586,1190,2013,3,20126091,전체,438,관상,2013-09-11,2013,2.3303,7.0,104,18|36,드라마|역사,139,"조선의 운명, 이 얼굴안에 있소이다",0,0,Showbox|Jupiter Film,송강호(Nae-kyung)|이정재(Grand Prince Soo-yang)|백윤식(Kim Jong-seo)|조정석(Paeng-heon)|이종석(Jin-hyeong)|김혜수(Yeon-hong)|김의성(Han Myung-hoi)|채상우(Dan-jong)|김태우(King Mun-jong)|고창석(Choi Dae-gam),한재림,coup d'etat|political instability|period drama|political unrest|15th century|joseon dynasty (1392–1910)|the gyeyu rebellion,https://image.tmdb.org/t/p/original/jtq0Xul1v50s9gvEmbBFk7Tlsa1.jpg
베를린,2013-01-30,52354931637,5.8,7166199,894,2013,4,20124083,전체,422,베를린,2013-01-30,2013,2.0837,6.7,224,28|53|80,액션|스릴러|범죄,120,모든 것은 처음부터 잘못되었다,9000000,48965210,CJ Entertainment|Filmmaker R&K|Union Investment Partners,하정우(Pyo Jong-seong)|한석규(Jung Jin-soo)|류승범(Dong Myung-soo)|전지현(Ryun Jung-hee)|이경영(Lee Hak-su)|John Keogh(Marty)|누만 아차르(Abdul)|Pasquale Aleardi(Dagan)|최무성(Kang Min-ho)|곽도원(Blue House Investigator),류승완,"berlin, germany|spy|secret agent|agent|inter-korean relations|national intelligence service (nis)",https://image.tmdb.org/t/p/original/rz64x2PLYbcvv4rt41HLfjHSyGC.jpg
은밀하게 위대하게,2013-06-05,48700887413,5.4,6959083,1341,2013,5,20126672,전체,235,은밀하게 위대하게,2013-06-05,2013,2.7243,6.988,215,28|18|35,액션|드라마|코미디,123,"공화국에선 혁명전사, 이 곳에선 간첩. 들개로 태어나 괴물로 길러진 내 남파임무는 어이없지만 동네 바보입니다.",0,0,MCMC|KEYEAST|Michigan Venture Capital|Daemyung Culture Factory|Showbox,김수현(Won Ryu-hwan / Bang Dong-gu)|박기웅(Lee Hae-rang)|이현우(Lee Hae-jin)|손현주(Kim Tae-won)|고창석(Seo Sang-gu)|김성균(Seo Soo-hyuk)|신정근(Mr. Park)|홍경인(Jo Doo-seok)|이채영(Ran)|박은빈(Yoon Yoo-ran),장철수,politics|spy|based on comic|bromance|communism|inter-korean relations|based on webcomic or webtoon,https://image.tmdb.org/t/p/original/ut4YgWO7DvlvKrrYIEDcLjrTpO6.jpg
변호인,2013-12-18,40953438500,4.5,5687052,923,2013,6,20134803,전체,280,변호인,2013-12-18,2013,2.6553,7.8,223,36|18,역사|드라마,127,인생을 송두리째 바꿀 다섯 번의 공판,0,0,WithUs Films|Next Entertainment World|Will Entertainment|Finecut,송강호(Song Woo-seok)|김영애(Choi Sun-ae)|오달수(Park Dong-ho)|임시완(Park Jin-woo)|곽도원(Cha Dong-yeong)|조민기(Kang Byeong-chul)|송영창(Lee Seok-ju)|이성민(Lee Yoon-taek)|정원중(Kim Sang-pil)|이항나(Jang Soo-kyeong),양우석,"court|protest|lawyer|democracy|representation|civil liberties|1980s|busan, south korea|korea president|democratization movement|south korea",https://image.tmdb.org/t/p/original/5tm4Rv24NYdGpuWzA6aF5h1qm0E.jpg
숨바꼭질,2013-08-14,39602987500,4.4,5604104,779,2013,7,20136049,전체,715,숨바꼭질,2013-08-14,2013,1.4558,6.5,104,53|9648,스릴러|미스터리,107,우리 집에 낯선 사람이 숨어 살고 있다,1900000,35461505,Next Entertainment World|Studio Dream Capture,손현주(Baek Seong-soo)|문정희(Joo-hee)|전미선(Min-ji)|김원해(Baek Seong-chul)|정준원(Ho-se)|김수안(Soo-a)|김지영(Pyeong-hwa)|기주봉(Seong-soo's Stepfather)|이영미(Seong-soo's Mother)|이준혁(Sang-man),허정,phobia|pervert|mental illness|missing person|rich family|brother brother relationship|apartment|mysophobia,https://image.tmdb.org/t/p/original/64bOlEYOOgkStj6yB35kznNVZyq.jpg
더 테러 라이브,2013-07-31,39866712881,4.4,5583596,743,2013,8,20136052,전체,623,더 테러 라이브,2013-07-31,2013,1.4709,7.171,277,80|18|53,범죄|드라마|스릴러,97,한강 폭탄테러의 생생한 충격이 독점 생중계된다,0,35659824,Cine2000,하정우(Yoon Young-hwa)|김대명(Park Shin-woo (voice))|이경영(Cha Dae-eun)|전혜진(Park Jeong-min)|이다윗(Park Shin-woo)|김소진(Reporter Lee Ji-soo)|Kim Hae-in(Noh Hyeon-jin)|한수현(Radio Producer)|강진아(Newsroom Writer)|강신철(Newsroom Audio Engineer),김병우,"live broadcast|terrorism|anchorman|seoul, south korea",https://image.tmdb.org/t/p/original/xNbw86fuv5HMtZ3MLlwfdIeUAE5.jpg
감시자들,2013-07-03,39380162179,4.3,5508017,949,2013,9,20122783,전체,175,감시자들,2013-07-03,2013,3.1222,7.522,378,80|28|53,범죄|액션|스릴러,119,눈으로 모든 것을 기억하라,0,37795598,Next Entertainment World|Zip Cinema|Opus Pictures|Union Investment Partners|Sundream Motion Pictures|Seoul Film Commission|United Pictures|Korean Film Council|CJ Investment,설경구(Hwang Sang-jun)|정우성(James)|한효주(Ha Yoon-joo)|김병옥(Jeong Tong)|진경(Department Head Lee)|이준호(Squirrel)|임달화(Man in Suit)|손민석(Monkey)|김대진(Snake)|이태형(Sloth),김병서|조의석,cold eyes,https://image.tmdb.org/t/p/original/2iZbCv0XJGaPwZTTF7atEosAxRR.jpg
신세계,2013-02-21,34881330905,3.8,4682492,671,2013,10,20124401,전체,64,신세계,2013-02-21,2013,4.7419,7.422,542,53|80|18,스릴러|범죄|드라마,134,세 남자가 가고 싶었던 서로 다른 신세계,0,0,Sanai Pictures|Peppermint & Company|Daemyung Culture Factory|Next Entertainment World|kth|Finecut,이정재(Lee Ja-sung)|최민식(Kang Hyung-chul)|황정민(Jung Chung)|박성웅(Lee Joong-gu)|송지효(Shin-woo)|김윤성(Seok-mo)|나광훈(Yang Moon-seok)|박서연(Han Joo-kyung)|최일화(Jang Su-ki)|주진모(Director Go),박훈정,gangster|undercover cop|gang warfare|criminal gang|neo-noir|korean chinese,https://image.tmdb.org/t/p/original/6odwPYkgvIlKpIYkvQYlWOfspAn.jpg
스파이,2013-09-05,24509269305,2.7,3435801,785,2013,12,20124086,전체,598,스파이,2013-09-05,2013,1.2352,6.0,31,28|35,액션|코미디,121,대한민국을 빵 터뜨릴 그들의 작전이 시작된다!,0,0,CJ Entertainment|JK Film,설경구(Chul-soo)|문소리(Young-hee)|다니엘 헤니(James Ryan / Kim Min-chul)|한예리(Baek Seol-hee)|라미란(Yakult delivery woman)|송재호(Dae Tong-ryeong)|고창석(Department head Jin)|김소진(Agent)|정인기(Yeom Sa-jang)|김지영(Chul Soo's mother),Lee Seung-jun,missile|spy|secret identity|terrorism|agent|terrorist attack|south korea|national intelligence service (nis),https://image.tmdb.org/t/p/original/fvCU7Uscg5EZuR7G260vzGviXgF.jpg
타워,2012-12-25,22996601500,2.5,3166425,617,2013,13,20124039,전체,176,타워,2012-12-25,2012,2.9507,6.995,317,28|18,액션|드라마,121,사랑하는 사람을 위해 반드시 살아야한다!,0,36531605,CJ Entertainment|The Tower Pictures,설경구(Kang Young-ki)|손예진(Seo Yoon-hee)|김상경(Lee Dae-ho)|조민아(Lee Ha-na)|도지한(Lee Seon-woo)|안성기(Fire Station Chief)|이한위(Kim Jang-ro)|차인표(President Jo)|송재호(Mr. Yoon)|이주실(Mrs. Jung),김지훈,"helicopter|fire|panic|christmas party|survival|disaster|explosion|tower|firefighter|christmas|christmas eve|south korea|seoul, south korea",https://image.tmdb.org/t/p/original/3CgvLrylM3RmjRmZXyb6B4AXtj2.jpg
감기,2013-08-14,21784202000,2.4,3119023,806,2013,14,20124937,전체,108,감기,2013-08-14,2013,3.9777,7.516,1275,28|878|53,액션|SF|스릴러,121,사상 최악의 바이러스가 대한민국을 덮친다!,0,19775853,iLoveCinema|iFilm|Sidus|CJ Entertainment,장혁(Kang Ji-Koo)|수애(Kim In-Hae)|박민하(Kim Mi-Reu)|유해진(Bae Kyung-Ub)|마동석(Jeon Kook-Hwan)|이희준(Byung-Ki)|이상엽(Byoung-Woo)|차인표(South Korean President)|김기현(Prime Minister)|박효주(Teacher Jung),김성수,quarantine|police|flu|survival|disaster|doctor|lethal virus|epidemic|virus|influenza|mother daughter relationship,https://image.tmdb.org/t/p/original/7fQlPXebfjEqjysW3rv4RyNplih.jpg
친구 2,2013-11-14,21795237513,2.4,2969900,968,2013,15,20137044,전체,427,친구 2,2013-11-14,2013,2.0794,6.588,34,18|28|80,드라마|액션|범죄,124,“니 내랑 부산 접수할래?”,0,0,Lotte Entertainment|Trinity Pictures|Michigan Venture Capital|JCONCOMPANY,유오성(Joon-seok)|주진모(Lee Chul-joo)|김우빈(Choi Sung-hoon)|장영남(Hye-ji)|정호빈(Eun-ki)|기주봉(Hyung-doo)|이철민(Joon-seok's Subordinate)|이준혁(Joon-seok's Subordinate)|황성준(Earring)|강한나(Ah-ram),곽경택,"gang war|east asian lead|busan, south korea",https://image.tmdb.org/t/p/original/qwgoRMSRQQ2yu3DRlwQr8EWRJDV.jpg
소원,2013-10-02,18529792100,2.0,2711071,641,2013,16,20134582,전체,15,소원,2013-10-02,2013,12.9813,8.398,855,18,드라마,123,가장 아픈 곳에서 피어난 가장 따뜻한 이야기,0,0,Lotte Entertainment|Film Momentum|Michigan Venture Capital,설경구(Dong-hoon)|엄지원(Mi-hee)|이레(So-won)|김상호(Gwang-sik)|김해숙(Psychiatrist Jung-sook)|라미란(Young-suk's Mother)|권태원(Detective Squad Chief)|강신철(Prosecutor)|서현우(Paramedic)|차미경(Vice Principal),이준익,child abuse|hope|based on true story|sexual assault|south korea,https://image.tmdb.org/t/p/original/PZlNvDwKwHeHUsXnd6SEDXWZNn.jpg
화이: 괴물을 삼킨 아이,2013-10-09,17695412795,1.9,2394453,817,2013,17,20123383,전체,311,화이: 괴물을 삼킨 아이,2013-10-09,2013,2.2019,7.4,255,28|53|80,액션|스릴러|범죄,126,“아버지... 왜 절 키우신 거에요?”,0,0,Showbox|Pinehouse Film|NOWFILM,김윤석(Seok-tae)|여진구(Hwa-yi)|조진웅(Ki-tae)|장현성(Jin-seong)|김성균(Dong-beom)|박해준(Beom-soo)|임지은(Young-joo)|박용우(Det. Chang-ho)|김영민(Jung-min)|서영화(Seon-ja),장준환,assassin|crime family|family conflict|child kidnapping|teenage killer|father son relationship|teenage protagonist,https://image.tmdb.org/t/p/original/qHdD1bP4UmkPtehxFrtdsH7LI2C.jpg
용의자,2013-12-24,15629492500,1.7,2176752,807,2013,18,20124938,전체,255,용의자,2013-12-24,2013,2.5222,6.9,207,28|53,액션|스릴러,137,“난... 죄 없습니다”,0,0,Green Fish Pictures|Musa Productions|Showbox|CJ Entertainment|Union Investment Partners|OCN|Michigan Venture Capital|Woori Investment Co.,공유(Ji Dong-chul)|박희순(Min Se-hoon)|조성하(Kim Seok-ho)|유다인(Choi Kyung-hee)|김성균(Ri Gwang-jo)|남보라(Ji Dong-chul's wife)|조재윤(Captain Jo)|김의성(Shin)|기주봉(Coroner)|박지일(Executive Director Song),원신연,martial arts|spy|north korean defector|inter-korean relations,https://image.tmdb.org/t/p/original/eA2S4a1gqLTzOAeOWbqOyBRfpuP.jpg
몽타주,2013-05-16,15002458500,1.6,2095592,540,2013,19,20122784,전체,557,몽타주,2013-05-16,2013,1.5505,7.3,205,53|18|80|9648,스릴러|드라마|범죄|미스터리,120,마침내 찾아온 결정적 순간!,0,0,Miin Pictures|Next Entertainment World,엄정화(Ha-kyung)|김상경(Chung-ho)|송영창(Han-chul)|조희봉(Detective Kang)|정해균(Detective Choi)|유승목(Chief Detective Kwak)|박철민(Section Chief Koo)|기주봉(Ear Doctor Han)|이준혁(Chief Detective Shin)|오대환(Yong-shik),Chung Keun-sup,,https://image.tmdb.org/t/p/original/4c7F7FpIP4N2KCyUDZ6okREKLkq.jpg
공범,2013-10-24,12333110882,1.4,1766285,611,2013,21,20129606,전체,632,공범,2013-10-24,2013,1.4737,6.406,48,53|18,스릴러|드라마,95,“아빠가... 한 거 아니지?” VS “내 말 믿어야 돼...” 세상에서 가장 잔인한 의심이 시작된다.,0,0,CJ Entertainment|Sunshine Film,손예진(Jeong Daeun)|김갑수(Jeong Sunman)|임형준(Sim Junyeong)|김광규(Police Jang)|이규한(Jae Kyung)|조안(Yeon Bo-ra)|강신일(Han Sang-soo)|박지연(Reporter Yeo)|Park Sa-rang,Gook Dong-seok,,https://image.tmdb.org/t/p/original/sJY1RaDrZIOSFpAIPGF5X3cmODU.jpg
집으로 가는 길,2013-12-11,12373339745,1.4,1763231,740,2013,22,20134123,전체,944,집으로 가는 길,2013-12-11,2013,1.2686,7.6,63,18,드라마,131,“저는… 집으로 가고 싶습니다”,0,0,CJ Entertainment|Dasepo Club,전도연(Song Jung-yeon)|고수(Im Jong-bae)|Kang Ji-woo(Hye-rin)|최민철(Seo Moon-do)|이동휘(Gwang-sik)|박지환(Tae-gwang)|Seo Jin-won(Sang-chul)|최귀화(Detective from Seoul Prosecutor's Office)|Corinne Masiero(Hellboy)|요안나 쿨리크(Yalka),방은진,prison|france|woman director,https://image.tmdb.org/t/p/original/89osRMpsYPfSFsmP5v9Hwvm47Yh.jpg
전설의 주먹,2013-04-10,12777314500,1.4,1744585,724,2013,23,20125333,전체,687,전설의 주먹,2013-04-10,2013,1.7074,7.079,57,28|18,액션|드라마,153,전설의 파이터들이 맞붙는 지상 최대의 파이트 쇼 | 다시 싸워야 할 이유가 생겼다,0,0,Cinema Service|CJ Entertainment,황정민(Lim Deok-gyu)|유준상(Lee Sang-hoon)|윤제문(Shin Jae-seok)|이요원(Hong Gyu-min)|지우(Lim Soo-bin)|박정민(Young Lim Deok-gyu)|김태형(Young Lee Sang-hoon)|Park Doo-sik(Young Shin Jae-seok)|정웅인(Son Jin-ho)|Lee Jeong-hyeok(Young Son Jin-ho),강우석,based on comic|mixed martial arts (mma)|cage fighting|based on webcomic or webtoon,https://image.tmdb.org/t/p/original/rk6zNA8ZKH4Uf0RxTp91prE8kkX.jpg
파파로티,2013-03-14,11825934000,1.3,1716429,552,2013,24,20129368,전체,512,파파로티,2013-03-14,2013,1.4804,7.1,32,18|35|10402,드라마|코미디|음악,127,,0,0,KM Culture|Michigan Venture Capital,이제훈(Jang-ho)|한석규(Sang-jin)|강소라(Sook-hee)|이재용(Gang Boss)|진경(Mi-sun)|배성우(Sang-jin's Alumnus (uncredited))|조진웅(Chang-soo)|김지석(Drunken Man (cameo) (uncredited))|이상훈(Teacher)|윤영균(Delivery Man),윤종찬,,https://image.tmdb.org/t/p/original/AJ3Lzeh6EvdJcf3dHxi7b0x0OY.jpg
미스터 고,2013-07-17,9337990000,1.0,1328890,840,2013,26,20124082,전체,745,미스터 고,2013-07-17,2013,1.5854,6.6,53,18|35,드라마|코미디,132,,0,0,Dexter Studios|Huayi Brothers Pictures 浙江华谊兄弟影业,서교(Wei-wei)|성동일(Sung Chung-su)|김강우(Kim)|김정태(Rival Baseball Team Director)|오다기리 조(Ito Hiroshi)|김희원(Loan Shark)|김응수(KBO Commissioner)|변희봉(Wei-wei's Grandfather)|김지영(Young Wei-wei)|고창석(Detective So),김용화,,https://image.tmdb.org/t/p/original/6lbObxz7cc7N1Z6N3aHKqNUxgmX.jpg
결혼전야,2013-11-21,8434175719,0.9,1212843,524,2013,27,20136061,전체,561,결혼전야,2013-11-21,2013,2.0678,6.115,13,10749|35,로맨스|코미디,118,"결혼식 7일 전, 그들이 흔들리기 시작했다!",0,0,M-Line Distribution|Soo Film|Cinus Entertainment|CJ Entertainment|Kidari ENT,김강우(Tae-kyu)|김효진(Joo-young)|이연희(So-mi)|주지훈(Kyung-soo)|옥택연(Won-cheol)|마동석(Gun-ho)|Guzal Tursunova(Vika)|이희준(Dae-bok)|고준희(Yi-ra)|김지영(Dae-bok's mom),홍지영,anthology,https://image.tmdb.org/t/p/original/sGx6Iu1AGmUsmaj67bLBj67Jaza.jpg
더 웹툰: 예고살인,2013-06-27,8534322070,0.9,1201033,541,2013,29,20129114,전체,978,더 웹툰: 예고살인,2013-06-27,2013,1.6902,6.693,101,27|53,공포|스릴러,104,,0,0,CJ Entertainment|Filma Pictures,이시영(Ji-yoon)|엄기준(Detective Lee Ki-cheol)|현우(Kim Young-soo)|권해효(Jo Sun-gi)|김도영(Seo Mi-sook)|김소현(Young Mi-sook)|문가영(Jo Seo-hyun)|오광록(Chief Detective)|김지영(Young Jo Seo-hyun)|Jeon Su-ah(Immature Mother),김용균,,https://image.tmdb.org/t/p/original/dNGdA2n1YAGnS3ozhXE9nZxwFZR.jpg
고령화 가족,2013-05-09,8169492153,0.9,1141222,583,2013,30,20120426,전체,695,고령화 가족,2013-05-09,2013,1.3545,6.8,14,18|35,드라마|코미디,113,나이 값 못하는 고령화 가족이 온다!,0,0,CJ Entertainment|Invent Stone,박해일(In-mo)|공효진(Oh Mi-yun)|진지희(Min-kyung)|윤제문(Han-mo)|윤여정(Mother)|황병국(Wedding Photographer)|예지원(Soo-ja)|김해곤(Kim)|유승목(Drug Peddler)|박영서(Ki-soo),송해성,,https://image.tmdb.org/t/p/original/nJ5Sb8eOKJRgq3gwk9fB6vdEkbX.jpg
